CODPAN______	DESCRIZIONE	LUNG1	LUNG2	SPESS	HALT	ANG	FINITURA______	FORI 	___	RIGHE	TIPO	UM__
"LM-01610"	"Pannello"	600	0	28	2110	0	"C"	"Si"	"_"	4	"STD"	"Nr"
"LM-01611"	"Pannello"	779	0	41	855	0	"C"	"No"	"_"	1	"MAN"	"Nr"
"LM-01612"	"Angolo"	82	508	28	2180	270	"A"	"Si"	"_"	5	"SPC"	"Nr"
"LM-01613"	"Angolo"	270	244	28	2180	286	"C"	"Si"	"_"	2	"STD"	"Nr"
"LM-01614"	"Angolo"	274	326	28	2180	254	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01615"	"Pannello"	490	0	28	2180	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01616"	"Pannello"	402	0	28	2180	0	"C"	"No"	"_"	1	"SPC"	"Nr"
"LM-01617"	"Pannello"	138	0	28	2180	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01618"	"Angolo"	456	144	28	2180	106	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01619"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01620"	"Angolo"	100	409	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01621"	"Angolo"	409	100	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01622"	"Angolo"	100	170	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01623"	"Angolo"	170	180	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01624"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01625"	"Angolo"	100	130	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01626"	"Angolo"	130	100	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01627"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01628"	"Angolo"	110	180	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01629"	"Angolo"	180	110	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01630"	"Angolo"	170	100	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01631"	"Angolo"	100	100	28	1774	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01632"	"Angolo"	202	100	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01633"	"Angolo"	150	172	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01634"	"Angolo"	172	150	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01635"	"Angolo"	275	223	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01636"	"Angolo"	223	275	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01637"	"Angolo"	80	104	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01638"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01639"	"Angolo"	428	172	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01640"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01641"	"Angolo"	172	428	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01642"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01643"	"Angolo"	104	80	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01644"	"Angolo"	100	202	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01645"	"Angolo"	170	100	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01646"	"Angolo"	100	170	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01647"	"Angolo"	100	130	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01648"	"Angolo"	130	100	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01649"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01650"	"Angolo"	180	170	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01651"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01652"	"Angolo"	144	456	28	2180	106	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01653"	"Pannello"	402	0	28	2180	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01654"	"Pannello"	490	0	28	2180	0	"C"	"No"	"_"	1	"SPC"	"Nr"
"LM-01655"	"Angolo"	326	274	28	2180	254	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01656"	"Angolo"	244	270	28	2180	286	"C"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01657"	"Angolo"	508	82	28	2180	270	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01658"	"Pannello"	600	0	28	2110	0	"C"	"Si"	"_"	4	"STD"	"Nr"
"LM-01659"	"Pannello"	600	0	28	2110	0	"C"	"Si"	"_"	4	"STD"	"Nr"
"LM-01660"	"Angolo"	349	251	28	2180	90	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01661"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01662"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01663"	"Pannello"	159	0	28	2180	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01664"	"Angolo"	200	180	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01665"	"Pannello"	396	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01666"	"Angolo"	109	100	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01667"	"Angolo"	100	109	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01668"	"Angolo"	429	70	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01669"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01670"	"Angolo"	60	410	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01671"	"Angolo"	186	40	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01672"	"Angolo"	300	298	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01673"	"Angolo"	90	104	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01674"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	6	"STD"	"Nr"
"LM-01675"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	6	"STD"	"Nr"
"LM-01676"	"Angolo"	104	90	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01677"	"Angolo"	298	300	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01678"	"Angolo"	40	186	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01679"	"Angolo"	410	60	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01680"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01681"	"Angolo"	70	429	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01682"	"Pannello"	396	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01683"	"Angolo"	180	200	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01684"	"Angolo"	184	70	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01685"	"Pannello"	226	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01686"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01687"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01688"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01689"	"Pannello"	545	0	28	2180	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01690"	"Pannello"	102	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01691"	"Pannello"	473	0	28	2180	0	"C"	"Si"	"_"	5	"SPC"	"Nr"
"LM-01692"	"Angolo"	70	400	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01693"	"Angolo"	80	350	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01694"	"Angolo"	350	80	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01695"	"Pannello"	473	0	28	2180	0	"C"	"Si"	"_"	5	"STD"	"Nr"
"LM-01696"	"Angolo"	70	400	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01697"	"Pannello"	102	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01698"	"Pannello"	545	0	28	2180	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01699"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01700"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01701"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01702"	"Pannello"	226	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01703"	"Angolo"	70	184	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01704"	"Angolo"	86	85	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01705"	"Angolo"	85	86	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01706"	"Angolo"	87	126	28	2160	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01707"	"Angolo"	113	87	28	2160	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01708"	"Angolo"	126	125	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01709"	"Angolo"	77	113	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01710"	"Angolo"	158	150	28	2190	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01711"	"Pannello"	144	0	28	2190	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01712"	"Pannello"	600	0	28	2190	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01713"	"Angolo"	90	90	28	1754	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01714"	"Angolo"	417	90	28	2190	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01715"	"Pannello"	150	0	28	2190	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01716"	"Angolo"	90	510	28	2190	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01717"	"Pannello"	440	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01718"	"Angolo"	350	53	28	2190	90	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01719"	"Pannello"	340	0	28	2190	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01720"	"Pannello"	590	0	28	2190	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01721"	"Angolo"	292	227	28	2190	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01722"	"Angolo"	540	40	28	2190	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01723"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01724"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01725"	"Pannello"	500	0	28	2190	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01726"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01727"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01728"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01729"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01730"	"Angolo"	390	210	28	2190	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01731"	"Angolo"	67	608	28	2190	225	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01732"	"Angolo"	337	30	28	2190	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01733"	"Angolo"	168	432	28	2190	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01734"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01735"	"Angolo"	430	170	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01736"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	6	"STD"	"Nr"
"LM-01737"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01738"	"Angolo"	265	150	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01739"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01740"	"Angolo"	45	130	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01741"	"Pannello"	566	0	28	2190	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01742"	"Pannello"	566	0	28	2190	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01743"	"Angolo"	130	45	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01744"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01745"	"Angolo"	150	265	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01746"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	6	"STD"	"Nr"
"LM-01747"	"Angolo"	170	430	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01748"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01749"	"Angolo"	432	168	28	2190	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01750"	"Angolo"	30	337	28	2190	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01751"	"Angolo"	608	67	28	2190	225	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01752"	"Pannello"	566	0	28	2130	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01753"	"Angolo"	130	45	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01754"	"Pannello"	600	0	28	2130	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01755"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01756"	"Angolo"	150	265	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01757"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01758"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	6	"STD"	"Nr"
"LM-01759"	"Angolo"	170	430	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01760"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01761"	"Angolo"	432	168	28	2130	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01762"	"Angolo"	30	337	28	2130	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01763"	"Angolo"	608	67	28	2130	225	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01764"	"Angolo"	67	608	28	2130	225	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01765"	"Angolo"	337	30	28	2130	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01766"	"Angolo"	168	432	28	2130	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01767"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01768"	"Angolo"	430	170	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01769"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	6	"STD"	"Nr"
"LM-01770"	"Angolo"	265	150	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01771"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01772"	"Angolo"	45	130	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01773"	"Pannello"	566	0	28	2130	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01774"	"Angolo"	430	135	28	2190	249	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01775"	"Angolo"	78.2	440	28	2190	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01776"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01777"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01778"	"Pannello"	423.6	0	28	2190	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01779"	"Angolo"	155.5	50	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01780"	"Angolo"	37.7	430	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01781"	"Angolo"	430	37.7	28	2190	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01782"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01783"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	7	"STD"	"Nr"
"LM-01784"	"Angolo"	60	350.5	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01785"	"Angolo"	135	430	28	2190	201	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01786"	"Angolo"	430	135	28	2190	201	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01787"	"Angolo"	350.5	60	28	2190	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01788"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	7	"STD"	"Nr"
"LM-01789"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01790"	"Angolo"	37.7	430	28	2190	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01791"	"Angolo"	430	37.7	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01792"	"Angolo"	50	155.5	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01793"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01794"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01795"	"Angolo"	440	78.2	28	2190	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01796"	"Angolo"	135	430	28	2190	249	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01797"	"Angolo"	430	135	28	2130	249	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01798"	"Angolo"	78.2	440	28	2130	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01799"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01800"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01801"	"Pannello"	423.6	0	28	2130	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01802"	"Angolo"	155.5	50	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01803"	"Angolo"	37.7	430	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01804"	"Angolo"	430	37.7	28	2130	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01805"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01806"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	7	"STD"	"Nr"
"LM-01807"	"Angolo"	60	350.5	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01808"	"Angolo"	135	430	28	2130	201	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01809"	"Angolo"	430	135	28	2130	201	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01810"	"Angolo"	350.5	60	28	2130	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01811"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	7	"STD"	"Nr"
"LM-01812"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01813"	"Angolo"	37.7	430	28	2130	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01814"	"Angolo"	430	37.7	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01815"	"Angolo"	50	155.5	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01816"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01817"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01818"	"Angolo"	440	78.2	28	2130	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01819"	"Angolo"	135	430	28	2130	249	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01820"	"Pannello"	500	0	28	2190	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01821"	"Angolo"	78.2	240	28	2190	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01822"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01823"	"Angolo"	425	35	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01824"	"Pannello"	384.9	0	28	2190	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01825"	"Angolo"	60	120	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01826"	"Angolo"	135	430	28	2190	201	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01827"	"Angolo"	430	135	28	2190	201	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01828"	"Angolo"	120	60	28	2190	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01829"	"Angolo"	35	425	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01830"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01831"	"Angolo"	240	78.2	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01832"	"Pannello"	500	0	28	2130	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01833"	"Angolo"	78.2	240	28	2130	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01834"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01835"	"Angolo"	425	35	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01836"	"Pannello"	384.9	0	28	2130	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01837"	"Angolo"	60	120	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01838"	"Angolo"	135	430	28	2130	201	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01839"	"Angolo"	430	135	28	2130	201	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01840"	"Angolo"	120	60	28	2130	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01841"	"Angolo"	35	425	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01842"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01843"	"Angolo"	240	78.2	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01844"	"Angolo"	78.2	550	28	2190	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01845"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01846"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01847"	"Pannello"	400	0	28	2190	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01848"	"Angolo"	92.7	430	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01849"	"Angolo"	430	92.7	28	2190	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01850"	"Angolo"	60	150.5	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01851"	"Angolo"	150.5	60	28	2190	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01852"	"Angolo"	92.7	430	28	2190	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01853"	"Angolo"	430	92.7	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01854"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01855"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01856"	"Angolo"	550	78.2	28	2190	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01857"	"Angolo"	78.2	550	28	2130	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01858"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01859"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01860"	"Pannello"	400	0	28	2130	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01861"	"Angolo"	92.7	430	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01862"	"Angolo"	430	92.7	28	2130	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01863"	"Angolo"	60	150.5	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01864"	"Angolo"	150.5	60	28	2130	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01865"	"Angolo"	92.7	430	28	2130	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01866"	"Angolo"	430	92.7	28	2130	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01867"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01868"	"Pannello"	600	0	28	2130	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01869"	"Angolo"	550	78.2	28	2130	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01870"	"Angolo"	50	60	28	2190	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01871"	"Angolo"	207	78	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01872"	"Angolo"	45	208	28	2190	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01873"	"Pannello"	260	0	28	2190	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01874"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	7	"STD"	"Nr"
"LM-01875"	"Pannello"	385	0	28	2190	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01876"	"Pannello"	600	0	28	2190	0	"A"	"Si"	"_"	7	"STD"	"Nr"
